Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,Rofr/Rofo/Rofn,Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR_AGREEMENT,DISTRIBUTOR AGREEMENT,"JOHNSON MATTHEY CATALOG COMPANY, INC. d/b/a ALFA AESAR (???ALFA AESAR???); Nanophase Technologies Corporation (???NTC???)",10/24/05,,10/24/10,2 years,6 months,"Delaware, Illinois","NTC agrees that the Product Prices, benefits and allowances offered to ALFA AESAR shall not be less favorable than those offered on Products provided to agents, distributors or marketed directly by NTC to any customers, other than the Product Prices existing as of the date of this Agreement with NTC's commercial partners.",,,"NTC hereby grants to ALFA AESAR, and its subsidiaries and affiliates, the exclusive right to market, sell and distribute Research Quantities of the Products within the Territory, ALFA AESAR hereby accepts such right and agrees to use its reasonable efforts to promote the marketing, sale and distribution of Research Quantities of the Products throughout the Territory in accordance with the terms and conditions of this Agreement using normal and standard practices.",,,,The initial term of this Agreement shall be for a period of five (5) years from the date first set forth above and shall thereafter automatically renew for additional two (2) year terms unless a party provides the other party with notice of non-renewal no less than 6 months prior to the expiration of the initial term or any renewal term unless earlier terminated as follows:<omitted>13.1.3 By either party for any reason by providing six (6) months prior written notice expressly terminating this Agreement.,,,The rights and obligations of the parties under this Agreement shall not be assignable unless consent to the assignment is in writing and signed by the parties.,"For all referrals under Section 6.1, except where NTC has evidence that it referral the customer (including its affiliates) to ALFA AESAR to purchase a prior sample of the Product in question, or where NTC has made sales to the customer (including its affiliates) referred to NTC by ALFA AESAR within a period of twelve (12) months before ALFA AESAR's referral under Section 6.1, NTC shall pay ALFA AESAR a commission at the rate of [***] on the Net Sales made to each such customer so referred to NTC under Section 6.",,"NTC will provide training to ALFA AESAR's personnel on ALFA AESAR's premises as reasonably necessary, but no less than once annually, at mutually agreed upon times and dates to provide ALFA AESAR's sales and service personnel with adequate knowledge with respect to the Products.",,,,"Subject to any limitations which NTC communicates to ALFA AESAR in writing, NTC hereby grants ALFA AESAR a license to use, exhibit, excerpt, reformat, modify, reproduce, publish, publicly perform and transmit via the Internet and otherwise use such NTC content for the purpose of marketing, advertising and promoting the Products, provided that ALFA AESAR obtains NTC's prior written approval for NTC content to be included in such literature.",,,,,,,"Upon termination of this Agreement for any reason, ALFA AESAR may i) return its current inventory of Products for reimbursement by NTC or ii) keep its current inventory of Products and continue to sell such Products pursuant to the terms hereof until depletion of inventory.","Within twelve (12) months after the date this Agreement has been terminated by the parties, ALFA AESAR may engage an independent certified public accounting firm reasonably acceptable to NTC to audit the NTC invoices and accounting records pertaining to those customers identified as referrals under Section 6.1 at NTC's offices during normal business hours by providing thirty (30) days advance notice of such audit for the purpose of determining the accuracy of the commissions paid or payable to ALFA AESAR hereunder.","Buyer, for itself and its insurers, expressly waives any and all limitations or liability caps, if any, on Buyer's contribution liability to Seller, and any and all statutory or common law lien rights or Claims against Seller arising from any applicable workers compensation or disability acts, which Buyer might or could assert against Seller or Seller's insurers in the event of the personal injury or death of Buyer's employees, representatives or servants.","Seller shall not be liable for indirect, special, incidental or consequential damages arising under this Agreement or otherwise with respect to the sale of the products, including any lost revenues or profits, consequential and/or incidental damages, business interruption or damage to business reputation, regardless of the theory upon which any claim may be based, including any statutory causes of action or claims. In no event will Seller's entire liability to Buyer, including any liability in the event the exclusive remedy set forth in this Agreement fails of its essential purpose, exceed the purchase price actually paid by Buyer for the products hereunder, or any defective portion thereof, whichever is the lesser amount.",,"Any rejection or revocation of acceptance by Buyer (a) must be made within thirty (30) days of the products being made available for shipment to Buyer, (b) any attempted rejection or revocation of acceptance made thereafter shall be null and void, and (c) any rejection or revocation of acceptance shall comply with Seller's return protocol.","Each party agrees to maintain and provide the other with evidence of insurance coverage for comprehensive general liability in an amount no less than $2,000,000.00 U.S. dollars.",,
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP_AGREEMENT,Sponsorship Agreement,"National Processing Company, (""NPC""); National City Bank of Kentucky, (""NCB"")",,6/30/96,6/30/01,successive 1 year,6 months,Kentucky,,"NCB appoints NPC, and NPC agrees to serve, as NCB's sole agent (i) to provide authorization, processing and settlement services with respect to Visa and MasterCard transactions (""Merchant Processing Services"") to merchants who desire to receive Merchant Processing Services from NCB or NPC (""Merchants"") and (ii) to enter into contracts with merchants (""Merchant Contracts"") for the provision of Merchant Processing Services as agent of NCB; provided, however, that nothing herein shall limit NPC's right to provide, as agent for other members of Visa and MasterCard, Merchant Processing Services to merchants who desire to receive such services from NCB or others.",,"NCB appoints NPC, and NPC agrees to serve, as NCB's sole agent (i) to provide authorization, processing and settlement services with respect to Visa and MasterCard transactions (""Merchant Processing Services"") to merchants who desire to receive Merchant Processing Services from NCB or NPC (""Merchants"") and (ii) to enter into contracts with merchants (""Merchant Contracts"") for the provision of Merchant Processing Services as agent of NCB; provided, however, that nothing herein shall limit NPC's right to provide, as agent for other members of Visa and MasterCard, Merchant Processing Services to merchants who desire to receive such services from NCB or others.",,,,,,,Neither party shall assign this Agreement or any rights under it except with the prior written consent of the other.,,,,,,,"NCB agrees that NPC may use NCB's name and its BIN, ICA and any other Visa and MasterCard identification numbers to the extent necessary or appropriate to perform the Merchant Processing Services.",,,,,,,,,,,,,,,
NELNETINC_04_08_2020-EX-1-JOINT_FILING_AGREEMENT,JOINT FILING AGREEMENT,"Shelby J. Butterfield (""Co-Trustee"")",3/27/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR_AGREEMENT,DISTRIBUTOR AGREEMENT,"PPG Paints Trading (Shanghai) Co Ltd (""PPG Shanghai""); NeoMedia Micro Paint Repair (""DISTRIBUTOR"")",12/01/[],12/01/[],12/31/06,30 days,,People's Republic of China,,,,"During the term of this Agreement, DISTRIBUTOR shall have          the exclusive right for selling the Products to Beijing Sino-US Jinche          Yingang Auto Technological Services Limited (the ""Auto Center"").",,,"PPG SHANGHAI shall have the right to terminate this Agreement and/or          suspend its performance hereunder immediately upon giving notice to          DISTRIBUTOR, which termination shall be effective upon receipt of          notice, if any one of the following occurs:<omitted>(ii) DISTRIBUTOR, or any principal owner of DISTRIBUTOR, is convicted          of a crime which, in PPG SHANGHAI's reasonable judgment, may adversely          affect the goodwill or interest of DISTRIBUTOR or of PPG SHANGHAI;",,,,"PPG SHANGHAI shall have the right to terminate this Agreement and/or          suspend its performance hereunder immediately upon giving notice to          DISTRIBUTOR, which termination shall be effective upon receipt of          notice, if any one of the following occurs:<omitted>(iii) DISTRIBUTOR becomes insolvent, assigns or attempts to assign its          business assets for the benefit of creditors, institutes or has          instituted against it proceedings in bankruptcy, or dissolves or          liquidates the business of DISTRIBUTOR<omitted>.",,,DISTRIBUTOR agrees to satisfy the annual and quarterly sale targets for          the Products set forth in Appendix 3 herein as mutually agreed to by          the parties hereof.,,,,"PPG SHANGHAI hereby grants to          DISTRIBUTOR during the Term, subject to the terms and conditions          hereinafter specified, a limited, nonexclusive, nonassignable and          nontransferable right to use the PPG Trademarks in the Territory for or          in connection with its advertisement, promotion, sale and distribution          of Products.","PPG SHANGHAI hereby grants to          DISTRIBUTOR during the Term, subject to the terms and conditions          hereinafter specified, a limited, nonexclusive, nonassignable and          nontransferable right to use the PPG Trademarks in the Territory for or          in connection with its advertisement, promotion, sale and distribution          of Products.",,,,,,,,,"For the avoidance of          doubt, PPG SHANGHAI hereby declares and represents that PPG SHANGHAI is          not responsible for any damage to the Products after they have been          taken away from PPG SHANGHAI's warehouse and caused by DISTRIBUTOR or          its transport agent.",,PPG          SHANGHAI will not accept any claims for discrepancy in delivery beyond          the 48 hours period.,,"DISTRIBUTOR acknowledges PPG SHANGHAI's exclusive right and interests          in relation to the PPG Trademarks and further acknowledges that all          copyrights, patent, utility model rights and all other industrial          property rights of whatever kind used in or in connection with the          Products are the sole and exclusive property of PPG SHANGHAI or PPG and          that DISTRIBUTOR will not, whether during the Term of this appointment          or after its expiry or termination, knowingly do or cause to be done          any act or thing directly or indirectly, contest or in any way impair          or attempting to impair PPG SHANGHAI or PPG's rights, titles or          interests in the PPG Trademarks.",
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR_AGREEMENT_Amendment,FIRST AMENDMENT TO                                                                           DISTRIBUTOR AGREEMENT,"Peregrine/Bridge Transfer Corporation (""Licensor""); Neon Systems, Inc. (""Licensee"")",1/1/99,,3/31/04,successive 1 year,60 days,,,,,"Licensor and Licensee do hereby agree that this Amendment shall effect a change in the nature of the distributorship granted to Licensee pursuant to the Distributor Agreement from a non-exclusive to an exclusive distributorship (provided, however, that with respect to Licensor's Partitioned Database Facility product, Licensor also may license such product to International Business Machines Corporation for sublicensing and distribution).",,,,,"If such sale, transfer           or conveyance is not consummated in accordance with the offer and the           Terms and Conditions specified in the applicable Offering Notice, the           rights of Licensee to an Offering Notice shall be reinstated.  No           exercise or waiver by Licensee of any of its rights hereunder shall           modify, abridge, impair or affect any of Licensee's rights under any           of the other terms or provisions of this Agreement.","Skunkware further agrees that, so long as the Option shall be in           existence (whether or not exercisable), it shall be and remain the           sole Stockholder Licensor, and Licensor shall not issue to any other           person or entity any stock, warrants or similar rights to acquire           equity interests in Licensor.","Any sale,           transfer or other conveyance of all or any part of the stock in, or           assets of, Licensor in violation of this Section shall be null and           void.","On or before the first day of each           fiscal quarter of each fiscal year during the term hereof, commencing           with the Licensee's fiscal year which begins on April 1, 1999,           Licensee shall pay to Licensor, as an advance (a ""Royalty Advance"") of           royalties anticipated to be paid hereunder during such fiscal year, an           amount equal to twenty-five percent (25%) of the Annual Royalty           Advance Requirement for such fiscal year.",,,,,,,,,,,,,,,,,,,,,
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR_AGREEMENT_New,DISTRIBUTOR AGREEMENT,"Peregrine/Bridge Transfer Corporation (""Licensor""); Neon Systems, Inc. (""Licensee"")",1/1/96,,1/1/98,successive 1 year,60 days,Texas,,,"Each of Licensor and Licensee understands and acknowledges that Licensor shall be entitled to protect and preserve the going concern value of Licensor's business to the extent permitted by law and that Licensor would not have entered into this Agreement absent the provisions of this Section 10.1 and, therefore, each of Licensor and Licensee agrees that during the term of this Agreement Licensee shall not engage in, represent in any way or be connected with directly or indirectly any business competing with the Licensed Products.","Licensor hereby grants to Licensee an exclusive in the Territory to (1) make Sublicense Copies and copies of the Documentation to meet the demand of Redistributors and Customers and (2) market and sublicense Sublicense Copies and copies of the Documentation, together with any copies of promotional and other materials which Licensor may produce or obtain from time to time to assist Licensee in marketing and sublicensing the Licensed Products during the term of this Agreement by any one or more of the following means:

     (a)  TO A REDISTRIBUTOR: To a Redistributor pursuant to a Redistributor           Agreement containing substantially the same terms and conditions as           are set forth in this Agreement (subject to Section 2.5) and a           Sublicense with each Customer of Redistributor in accordance with           subsection 2.2(b); or

     (b)  TO CUSTOMERS: Pursuant to a Sublicense signed by the Customer.",,,,,,"Licensor may terminate this Agreement:<omitted>(2)   Upon thirty (30) days prior written notice if Licensee enters into an           agreement or other arrangement relating to the merger of Licensee with           another entity, the acquisition of the majority of Licensee's issued            and outstanding capital stock or the acquisition of substantially all           of the assets of Licensee.","Neither this Agreement nor any of the rights, interests or obligations hereunder shall be assigned by any of the parties hereto without the prior written consent of the other party to this Agreement; provided, however, that Licensor may assign this Agreement to a subsidiary or entity controlling, controlled by or under common control with Licensor.","Licensee shall pay to Licensor for each Licensed Product licensed to a           Redistributor or a Customer a licensee fee equal to 50% of all            revenues received (without deduction for value added tax, if any, but           excluding any revenues for maintenance and support or upgrade            services, which revenues are covered in paragraph (b) below) by            Licensee under the Redistributor Agreement or Sublicense applicable           to such Licensed Product.",,"Licensor may terminate this Agreement:

    (1)   Upon ninety (90) days prior written notice if Licensee does not enter            into Sublicenses and other agreements relating to the Licensed            Products with Redistributors and Customers that result in fees payable           to Licensor hereunder in an aggregate amount equal to or greater than            the Quota Amount for any year during the term hereof.  As used herein,           the term ""Quota Amount"" means $50,000 for each of the first and second           years of the original term of this Agreement and an amount agreed to            in writing by the parties hereto in respect of any subsequent one year           renewal term (provided that such amount equals or exceeds $50,000).             If Licensor fails to deliver notice of termination pursuant to this            subsection 14.2(b)(1) within six (6) months after the end of the term           to which such termination relates, Licensor will be deemed to have            waived such termination right in respect of such term (but not in            respect of subsequent terms);",,,,"Licensor hereby grants to Licensee a non-exclusive right to use the trademarks, service marks, trade names, copyrights, logos and designations (collectively, the ""Marks"") relating to the Licensed Products or the Documentation during the term of this Agreement in the marketing by Licensee of the Licensed Products, provided that such Marks clearly indicate Licensor as the owner of the Marks whenever the Licensed Product or Documentation is first mentioned in any written material referencing the Licensed Product and the proper symbol is used in a superscript following the Marks.",,,,,,,"Upon the termination or expiration of the term of this Agreement, the parties shall have the following rights and obligations:<omitted>(e)  All valid Redistributor Agreements and Sublicenses by and between           Licensee and any Redistributors and Customers will remain and continue           in full force and effect for the remainder of their respective terms,           and at Licensor's option Licensee shall assign to Licensor its rights           in such agreements with respect to the Licensed Products or           Documentation; provided that if Licensor fails to provide reasonable           support to any Redistributor or Customer, Licensee may support such           Redistributor or Customer without payment of fees to Licensor.","Any such audit shall be





conducted during normal business hours, upon at least three business days prior written notification to the party to be audited stating the purpose of the audit<omitted>and in such a manner so as to not unreasonably interfere with such party's business operations.",,"If such error or discrepancy is not resolved within thirty (30) days after Licensee's<omitted>written notice to Licensor, then Licensee as its sole remedy may (a) extend  the correction period to a date which is agreeable to Licensor and Licensee  or (b) return all copies of the Licensed Products to Licensor with a  certification by an authorized representative of Licensee that all copies  have been returned to Licensor or have been destroyed and that Licensee has  not retained any copies thereof and Licensor shall refund to Licensee the  amount paid by Licensee to Licensor for such Licensed Products.",,"If such error or discrepancy is not resolved within thirty (30) days after Licensee's<omitted>written notice to Licensor, then Licensee as its sole remedy may (a) extend  the correction period to a date which is agreeable to Licensor and Licensee  or (b) return all copies of the Licensed Products to Licensor with a  certification by an authorized representative of Licensee that all copies  have been returned to Licensor or have been destroyed and that Licensee has  not retained any copies thereof and Licensor shall refund to Licensee the  amount paid by Licensee to Licensor for such Licensed Products.",,,
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT_TO_THE_DISTRIBUTOR_AGREEMENT_BETWEEN_INGRAM_MICRO_AND_NETGEAR",AMENDMENT                                      TO THE                               DISTRIBUTOR AGREEMENT                                      BETWEEN                                   INGRAM MICRO                                        AND                                      NETGEAR,"Ingram Micro (""Distributor""); NETGEAR, Inc. (""NETGEAR"")",10/1/96,10/1/96,,,,,,,,"During the initial one year period beginning on the Amendment Date,          Distributor shall be the only distributor appointed by NETGEAR in [*],          subject to Distributor conducting mutually agreed to marketing          activities as described in the Marketing Plan for [*] to be developed          and agreed to by and between the parties and which shall be attached to          and made a part of this Agreement as Exhibit 4a.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR_AGREEMENT",DISTRIBUTOR AGREEMENT,"Ingram Micro (""Distributor""); NETGEAR, Inc. (""NETGEAR"")",11/5/96,3/1/96,3/1/97,succesive 1 year,,California,,,,NETGEAR's agreement not to appoint additional distributors of NETGEAR Products in the Territory during the [*] of this Agreement is predicated upon Distributor performing the mutually agreed upon activities included in the Marketing Plan attached as Exhibit 4.,Distributor may not sell or license Products directly to end use customers without the express written consent of NETGEAR.,,,This Agreement may be terminated at any time without cause by either party upon ninety (90) days written notice to the other party.,,,"This Agreement may not be assigned by either party without prior written permission from the other party, which permission shall not be unreasonably withheld or delayed. Any attempt by either party to assign any right, or delegate any duty or obligation which arises under the Agreement without such permission will be voidable.",,,Products must be ordered in the minimum and/or standard lot size quantities specified in the Price Schedule.,"The total value of the returned Products shall not exceed [*] of the Net Shipments invoiced by NETGEAR for all Products, [*], during the [*] immediately preceding each of the above dates.",,,"Solely for this purpose, NETGEAR and Bay Networks grant Distributor a non-exclusive, royalty-free, limited right to use the Trademarks.",,,,,,,,"From time to time, but not more than twice per year, NETGEAR may request access to information about the Distributor's business reasonably required to insure that Distributor is in compliance with the terms of this Agreement and the Distributor will grant the right for a NETGEAR representative to visit the Distributor's place of business during normal business hours at a mutually agreed upon time to examine such information.","EXCEPT FOR DAMAGES ARISING FROM BREACH OF SECTIONS 6.C AND 12,13 OR 17, IN NO EVENT WELL DISTRIBUTOR's TOTAL LIABILITY FOR ANY DAMAGES IN ANY ACTION BASED ON OR ARISING OUT OF OR IN CONNECTION WITH THE AGREEMENT EXCEED THE [*] TO NETGEAR PURSUANT TO THE AGREEMENT.","Under no circumstances

INGRAM NETGEAR Distributor AGREEMENT     9                                083096

is NETGEAR liable for any third-party claims except for those described in this section and in the section entitled CLAIMS OF INFRINGEMENT.",,"Distributor may return previously purchased Products for replacement by an equal or greater value of different Products, under the following conditions:

         a) Distributor may return Products only within the [*] period following [*] of each year.","NETGEAR, at its expense, agrees to maintain insurance coverage to protect against its liabilities under the Agreement in an amount no less than is reasonable or required by applicable statute.",,
"NETGEAR,INC_04_21_2003-EX-10.16-_AMENDMENT_#2_TO_THE_DISTRIBUTION_AGREEMENT",AMENDMENT #2 TO THE                              DISTRIBUTION AGREEMENT,"Ingram Micro (""Distributor""); NETGEAR, Inc. (""NETGEAR"")",7/15/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"Excite, Inc. (""Excite""); NetGrocer, Inc.(""NetGrocer"")",12/15/97,12/15/97,12/15/99,,,California,,"Notwithstanding the foregoing, Excite may display Excite                   Search results links to NetGrocer's Competitors in Excite                   Search results pages in response to user queries, may display                   links to NetGrocer's Competitors in Excite's general                   directory of Web sites and, after giving NetGrocer reasonable                   advance notice, in search results displayed in ""Excite                   Shopping Service powered by Jango"".","For the purposes of this Agreement, ""Competitors"" means                   online supermarkets, which offer selections of consumer                   packaged goods and groceries comparable to NetGrocer or                   off-Web supermarkets, as listed in Exhibit A. The parties may                   amend Exhibit A from time to time and Excite will not                   unreasonably withhold its consent to the inclusion of bona                   fide Competitors submitted by NetGrocer.",,,,,,,,Any attempt to assign this Agreement other                   than as permitted above will be null and void.,,,"Excite guarantees that it will deliver [*] ""Click-throughs"" on                   the promotional placements and advertising banners described                   in Section 1 (a) - (d) in the first year of the term of the                   Agreement by delivering [*] of the annual guaranteed                   ""Click-throughs"" in the first quarter of the first year of                   the term of the Agreement, a cumulative total of [*] of the                   annual guaranteed ""Click-throughs"" in the second quarter of                   the first year of the term of the Agreement, a cumulative                   total of [*] of the annual guaranteed ""Click-throughs"" in                   the third quarter of the first year of the term of the                   Agreement and a cumulative total of 100% of the annual                   guaranteed ""Click-throughs"" in the fourth quarter of the





                  first year of the term of the Agreement.",,,,"Each party hereby grants to the other a non-exclusive,                   limited license to use its trademarks, service marks or trade                   names only as specifically described in this Agreement.",,,,,,,,"NetGrocer may, upon no less than thirty (30) days prior                   written notice to Excite cause an independent Certified                   Public Accountant to inspect the records of Excite reasonably","EXCEPT UNDER SECTION 11(a), IN NO EVENT WILL EITHER PARTY BE LIABLE TO          THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES,          WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR          OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE          POSSIBILITY OF SUCH DAMAGE. THE LIABILITY OF EXCITE FOR DAMAGES OR          ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER          LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE TOTAL AMOUNTS          PREVIOUSLY PAID OR TO BE PAID BY NETGROCER TO EXCITE HEREUNDER [*]","EXCEPT UNDER SECTION 11(a), IN NO EVENT WILL EITHER PARTY BE LIABLE TO          THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES,          WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR          OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE          POSSIBILITY OF SUCH DAMAGE. THE LIABILITY OF EXCITE FOR DAMAGES OR          ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER          LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE TOTAL AMOUNTS          PREVIOUSLY PAID OR TO BE PAID BY NETGROCER TO EXCITE HEREUNDER [*]",,,,,
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE_AGREEMENT,MAINTENANCE AGREEMENT,"Netzee, inc. (""Netzee""); The Bankers Bank (""Bankers Bank"")",,1/1/03,2/1/03,successive 1 year,,,,,,,,,,,,,,,"Following the completion of such maintenance term, Bankers Bank may, at its option, renew maintenance for subsequent periods of one (1) year each, subject to adjustments proposed by Netzee not to exceed 5% at least sixty (60) days in advance of the applicable renewal date.",,,,,,,,,,,,,,,,,,,,
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING_AGREEMENT,OUTSOURCING AGREEMENT,"WYZZ, Inc. and WYZZ Licensee, Inc. (collectively ""WYZZ""); Peoria, L.L.C. (""NEXSTAR"")",11/28/01,1/1/12,11/28/08,,,Maryland,"In addition to the other restrictions contained herein, Nexstar shall not enter into any material contractual obligation with respect to WYZZ-TV without first consulting with WYZZ to determine whether or not WYZZ (or its affiliates) is able to obtain more favorable terms with respect to the subject matter of such contract.",,,,,,,"This Agreement may be terminated by WYZZ by written notice to Nexstar (i) at any time upon six (6) months prior written notice, (ii) on six (6) months prior notice following the sale of WMBD-TV by Nexstar and/or (iii) if WYZZ is not then in material default or breach hereof and if the Nexstar is in material breach of its representations or its material obligations hereunder, and has failed to cure such breach within thirty (30) days of notice from WYZZ; provided, no notice may be given pursuant to clause (i) of this section prior to the eighteen (18) month anniversary of the Effective Date.",,,"Except as otherwise provided by this Agreement or in the event that either Party sells or otherwise transfers its Station to another (in which case such Party shall be required to assign to the Buyer, and such Buyer shall be required to assume, this Agreement, in its entirety), neither Party hereto shall assign its rights or obligations under this Agreement to a third party without the express written consent of the other Party, which consent shall not be unreasonably withheld.","Notwithstanding anything herein to the contrary, WYZZ shall continue to be the owner of and shall be entitled to all revenues resulting from the sale of advertising and other time on WYZZ-TV before, during and/or after the Term; provided, however, in consideration of the Services, Nexstar shall be entitled to all revenues resulting from the sale of advertising and other time on the Stations during the Term remaining after the payment of the amounts set forth below:

            (a) Within seventy-five (75) days following the end of each month of a calendar year during the Term that ""BCF"" (as defined below) for such month, when combined with BCF for all prior months during such calendar year (other than any month which is outside the Term) is less than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to thirty-five percent (35%) of BCF for such month. Within seventy-five (75) days following the end of each month of a calendar year during the Term that BCF for such month, when combined with BCF for all prior months of such calendar year (other than any month which is outside the Term) is greater than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to 50% of BCF for such month; provided, in the first month of each calendar year in which this sentence applies, the fee with respect to the portion of BCF for such month which, when combined with BCF for all prior months during such year (other than any month which is outside the Term) is exactly equal to the Minimum BCF, shall equal thirty-five percent (35%) of such portion rather than fifty percent (50%).",,"Within seventy-five (75) days following the end of each month of a calendar year during the Term that ""BCF"" (as defined below) for such month, when combined with BCF for all prior months during such calendar year (other than any month which is outside the Term) is less than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to thirty-five percent (35%) of BCF for such month. Within seventy-five (75) days following the end of each month of a calendar year during the Term that BCF for such month, when combined with BCF for all prior months of such calendar year (other than any month which is outside the Term) is greater than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to 50% of BCF for such month; provided, in the first month of each calendar year in which this sentence applies, the fee with respect to the portion of BCF for such month which, when combined with BCF for all prior months during such year (other than any month which is outside the Term) is exactly equal to the Minimum BCF, shall equal thirty-five percent (35%) of such portion rather than fifty percent (50%).",,,,,,,,,,,"If this Agreement is terminated for any reason, WYZZ may continue to use Nexstar's facility (to the extent of, and consistent with, the use immediately prior to the termination) for a period of six (6) months following the date of actual termination, without regard to any continuation which occurs as a result of the immediately succeeding sentence (the ""Continuation Period"").","At all times during the Term and for six (6) months following the termination of this Agreement, WYZZ shall have the right, upon prior written request to Nexstar, to review all of the books and records of Nexstar relating to the BCF Report and the Distributions.",,"In addition, in the event of a material breach by Nexstar of its obligations hereunder, WYZZ shall be entitled to terminate this Agreement and exercise its rights pursuant to Section 25(a) hereof (except that WYZZ may not assert consequential, special or punitive damages or any claim for lost profits).",,,"Nexstar shall maintain replacement cost casualty and liability insurance and property insurance on all of its assets and properties used and useful in the operation of WMBD-TV, general liability insurance, workers compensation insurance, and broadcast liability insurance, all in such amounts and on such terms and conditions that are ordinary and customary in the broadcast industry and that are reasonably acceptable to WYZZ.",,
